BARCODE	BRAND	DESCRIP	TYPE	SIZE	PRICE_C	QTY_ON_HND
08723656557	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	12
08723656580	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	12
08723656587	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	12
08723656598	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	12
08723656605	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	12
08723656520	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	375ML	32.19	3
08242203003	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	375ML	32.19	3
08723656568	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	375ML	32.19	3
98	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	50 ML	3.44	29
N294409	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	50 ML	3.44	29
08723656530	COINTREAU	LIQUEUR	CORDIALS-IMPORTED	50 ML	3.44	29
08723695003	MOUNT GAY ECLIPSE	RUM	RUM-IMPORTED	750ML	26.44	2
03329300303	FREIXENET CORDON NEGRO	CAVA BRUT	SPARK WINE-IMPORTED	750ML	17.24	
08860100300	FREIXENET CORDON NEGRO	CAVA BRUT	SPARK WINE-IMPORTED	750ML	17.24	
N462103	FREIXENET CORDON NEGRO	CAVA BRUT	SPARK WINE-IMPORTED	750ML	17.24	
N462104	FREIXENET CORDON NEGRO	CAVA BRUT	SPARK WINE-IMPORTED	750ML	17.24	
03329300300	FREIXENET CORDON NEGRO	CAVA BRUT	SPARK WINE-IMPORTED	750ML	17.24	
08112801050	EARLY TIMES	WHISKEY	WHIS-AMERICAN	1.75L	22.99	
P20925	EARLY TIMES	WHISKEY	WHIS-AMERICAN	1.75L	22.99	
08112801056	EARLY TIMES	WHISKEY	WHIS-AMERICAN	1LTR.	14.94	
P20933	EARLY TIMES	WHISKEY	WHIS-AMERICAN	1LTR.	14.94	
08112801062	EARLY TIMES	WHISKEY	WHIS-AMERICAN	750ML	11.49	
P20941	EARLY TIMES	WHISKEY	WHIS-AMERICAN	750ML	11.49	
08112802300	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	1.75L	24.14	
P30221	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	1.75L	24.14	
08112802048	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	1LTR.	14.94	
08112802311	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	1LTR.	14.94	
N5203	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	1LTR.	14.94	
08112802325	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	375ML	9.76	
P30262	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	375ML	9.76	
08112802330	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	200ML	5.16	
N5207	CANADIAN MIST	CANADIAN	WHIS-CANADIAN	200ML	5.16	
08854401905	SOUTHERN COMFORT	AMERICAN 70	WHIS-AMERICAN	750ML	18.39	
P20347	SOUTHERN COMFORT	AMERICAN 70	WHIS-AMERICAN	750ML	18.39	
08854401431	SOUTHERN COMFORT	AMERICAN 70	WHIS-AMERICAN	750ML	18.39	
08854422007	SOUTHERN COMFORT	AMERICAN 70	WHIS-AMERICAN	750ML	18.39	
08854421744	SOUTHERN COMFORT	AMERICAN 70	WHIS-AMERICAN	750ML	18.39	
08218409042	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	1.75L	51.74	10
08218404650	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	1.75L	51.74	10
08218424674	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	1.75L	51.74	10
08218479042	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	1.75L	51.74	10
08218409052	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	200ML	10.34	41
P22178	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	200ML	10.34	41
08218409050	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	375ML	16.09	29
08218409051	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	375ML	16.09	29
P22160	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	375ML	16.09	29
08218404616	JACK DANIELS BLACK	BOURBON	WHIS-AMERICAN	375ML	16.09	29
08292823601	INVERHOUSE	SCOTCH	WHIS-SCOTCH	1.75L	20.69	
N103212	INVERHOUSE	SCOTCH	WHIS-SCOTCH	1.75L	20.69	
08292823631	INVERHOUSE	SCOTCH	WHIS-SCOTCH	1.75L	20.69	
08292839982	DI AMORE	AMARETTO	CORDIALS-IMPORTED	750ML	17.24	6
N103264	DI AMORE	AMARETTO	CORDIALS-IMPORTED	750ML	17.24	6
N103267	DI AMORE	AMARETTO	CORDIALS-IMPORTED	750ML	17.24	6
08292839901	DI AMORE	AMARETTO	CORDIALS-IMPORTED	750ML	17.24	6
08800402445	DI AMORE	AMARETTO	CORDIALS-IMPORTED	750ML	17.24	6
08567610117	SKOL	VODKA	VODKA-AMERICAN	1.75L	17.24	16
17	SKOL	VODKA	VODKA-AMERICAN	1.75L	17.24	16
08567610110	SKOL	VODKA	VODKA-AMERICAN	1LTR.	11.49	6
N58023	SKOL	VODKA	VODKA-AMERICAN	1LTR.	11.49	6
N104023	SKOL	VODKA	VODKA-AMERICAN	1LTR.	11.49	6
08567610137	SKOL	VODKA	VODKA-AMERICAN	375ML	5.37	115
N104026	SKOL	VODKA	VODKA-AMERICAN	375ML	5.37	115
08567610120	SKOL	VODKA	VODKA-AMERICAN	200ML	3.22	146
N104027	SKOL	VODKA	VODKA-AMERICAN	200ML	3.22	146
09674930117	PHILADELPHIA	WHISKEY	WHIS-AMERICAN	1.75L	21.84	6
S19	PHILADELPHIA	WHISKEY	WHIS-AMERICAN	1.75L	21.84	6
08218408296	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218408304	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218408388	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218403872	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218423879	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218426270	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218420165	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08218420549	GENTLEMAN JACK	BOURBON	WHIS-AMERICAN	750ML	32.19	27
08811098500	J & B	SCOTCH	WHIS-SCOTCH	1.75L	39.09	5
08811098504	J & B	SCOTCH	WHIS-SCOTCH	750ML	22.99	1
08676711806	J & B	SCOTCH	WHIS-SCOTCH	750ML	22.99	1
05003701450	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
08676723036	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
P46441	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
08676723046	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003708253	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003708437	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003708441	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003709442	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003709443	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003709444	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003707407	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003709448	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003701075	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	750ML	36.79	7
05003701451	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
08676723019	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
P46458	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
05003707421	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
05003707420	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
05003708419	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
05003708421	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	375ML	22.99	
05003701454	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	50 ML	3.44	34
P46490	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	50 ML	3.44	34
05003701645	DI SARONNO	AMARETTO	CORDIALS-IMPORTED	50 ML	3.44	34
08676721006	BAILEYS	IRISH CREAM	IRISH CREAM	750ML	33.34	54
08676770540	BAILEYS	IRISH CREAM	IRISH CREAM	750ML	33.34	54
08676721009	BAILEYS	IRISH CREAM	IRISH CREAM	375ML	21.84	
08676721019	BAILEYS	IRISH CREAM	IRISH CREAM	375ML	21.84	
08676721029	BAILEYS	IRISH CREAM	IRISH CREAM	375ML	21.84	
S27061	BAILEYS	IRISH CREAM	IRISH CREAM	375ML	21.84	
08676721012	BAILEYS	IRISH CREAM	IRISH CREAM	50 ML	3.44	39
S89930	BAILEYS	IRISH CREAM	IRISH CREAM	50 ML	3.44	39
08954044932	MALIBU	COCONUT	RUM-IMPORTED	1.75L	34.49	12
08954049605	MALIBU	COCONUT	RUM-IMPORTED	1.75L	34.49	12
08676751026	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08676751006	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08676751306	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08954045680	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08954044899	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08954051031	MALIBU	COCONUT	RUM-IMPORTED	750ML	20.69	
08676752006	RUMPLE MINZE	PEPPERMINT	CORDIALS-IMPORTED	750ML	24.14	
N630434	RUMPLE MINZE	PEPPERMINT	CORDIALS-IMPORTED	750ML	24.14	
08676750006	GOLDSCHLAGER	SCHNAPPS	CORDIALS-IMPORTED	750ML	26.44	
1191457	GOLDSCHLAGER	SCHNAPPS	CORDIALS-IMPORTED	750ML	26.44	
08676750026	GOLDSCHLAGER	SCHNAPPS	CORDIALS-IMPORTED	750ML	26.44	
S97141	GOLDSCHLAGER	SCHNAPPS	CORDIALS-IMPORTED	750ML	26.44	
S26106	GOLDSCHLAGER	SCHNAPPS	CORDIALS-IMPORTED	750ML	26.44	
08676722006	ROMANA	SAMBUCA	CORDIALS-IMPORTED	750ML	25.29	6
08676770125	ROMANA	SAMBUCA	CORDIALS-IMPORTED	750ML	25.29	6
08676770371	ROMANA	SAMBUCA	CORDIALS-IMPORTED	750ML	25.29	6
08800403747	ROMANA	SAMBUCA	CORDIALS-IMPORTED	750ML	25.29	6
08676722009	ROMANA	SAMBUCA	CORDIALS-IMPORTED	375ML	19.54	
08676722012	ROMANA	SAMBUCA	CORDIALS-IMPORTED	50 ML	2.15	36
S26160	ROMANA	SAMBUCA	CORDIALS-IMPORTED	50 ML	2.15	36
08800403672	ROMANA	SAMBUCA	CORDIALS-IMPORTED	50 ML	2.15	36
08676722106	ROMANA	SAMBUCA BLACK	CORDIALS-IMPORTED	750ML	25.29	
08676822106	ROMANA	SAMBUCA BLACK	CORDIALS-IMPORTED	750ML	25.29	
08800403750	ROMANA	SAMBUCA BLACK	CORDIALS-IMPORTED	750ML	25.29	
08515651541	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515680248	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515637501	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515637505	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08200077009	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515637508	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515637513	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08515637514	KETEL ONE	VODKA	VODKA-IMPORTED	750ML	29.89	12
08470409147	KORBEL	CHAMPAGNE X-DRY	SPARK WINE-AMERICAN	750ML	18.39	14
08470409132	KORBEL	BRUT	SPARK WINE-AMERICAN	750ML	18.39	12
08024400401	DON Q	WHITE	RUM-IMPORTED	1.75L	27.59	
08230117502	DON Q	WHITE	RUM-IMPORTED	1.75L	27.59	
S4039	DON Q	WHITE	RUM-IMPORTED	1.75L	27.59	
08230117501	DON Q	GOLD	RUM-IMPORTED	1.75L	27.59	4
08723699200	ST REMY	VSOP FRENCH BRANDY	BRANDY-IMPORTED	750ML	20.69	1
08330004913	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
03807536232	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
P26047	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
63619100740	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
72105900077	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
72105900197	J.WRAY JAMAICA RUM	SPECIAL GOLD	RUM-IMPORTED	750ML	18.39	
63619103640	WRAY & NEPHEW 126%	OVERPROOF	RUM-IMPORTED	750ML	27.59	10
72105900063	WRAY & NEPHEW 126%	OVERPROOF	RUM-IMPORTED	750ML	27.59	10
81206602079	CUTTY SARK	SCOTCH	WHIS-SCOTCH	1.75L	31.04	3
01103442005	MARTINI & ROSSI	VERMOUTH DRY	VERMOUTH-IMPORTED	750ML	13.79	2
P1046259	MARTINI & ROSSI	VERMOUTH DRY	VERMOUTH-IMPORTED	750ML	13.79	2
P1046358	MARTINI & ROSSI	VERMOUTH DRY	VERMOUTH-IMPORTED	750ML	13.79	2
08520914563	KAHLUA	LIQUEUR	CORDIALS-IMPORTED	375ML	12.64	1
08954014563	KAHLUA	LIQUEUR	CORDIALS-IMPORTED	375ML	12.64	1
P110163	KAHLUA	LIQUEUR	CORDIALS-IMPORTED	375ML	12.64	1
08954035281	BALLANTINE'S	FINEST	WHIS-SCOTCH	1.75L	34.49	6
08520910117	BALLANTINE'S	FINEST	WHIS-SCOTCH	1 LIT	25.29	
08954035282	BALLANTINE'S	FINEST	WHIS-SCOTCH	1 LIT	25.29	
P153437	BALLANTINE'S	FINEST	WHIS-SCOTCH	1 LIT	25.29	
08273400109	CASILLERO DEL DIABLO	CABERNET SAUVIGNON	WINE-CHILE	750ML	11.49	7
P1808047	CASILLERO DEL DIABLO	CABERNET SAUVIGNON	WINE-CHILE	750ML	11.49	7
43524	FRONTERA	CHARDONNAY	WINE-CHILE	1.5L	11.49	4
P1809920	FRONTERA	CHARDONNAY	WINE-CHILE	1.5L	11.49	4
08273431412	FRONTERA	CHARDONNAY	WINE-CHILE	1.5L	11.49	4
854150	E & J	VS BRANDY	BRANDY-AMERICAN	1.75L	31.04	3
P220129	E & J	VS BRANDY	BRANDY-AMERICAN	1.75L	31.04	3
0854150	E & J	VS BRANDY	BRANDY-AMERICAN	1.75L	31.04	3
08500000415	E & J	VS BRANDY	BRANDY-AMERICAN	1.75L	31.04	3
854180	E & J	VS BRANDY	BRANDY-AMERICAN	1LTR.	17.24	
P220137	E & J	VS BRANDY	BRANDY-AMERICAN	1LTR.	17.24	
08541800	E & J	VS BRANDY	BRANDY-AMERICAN	1LTR.	17.24	
0854180	E & J	VS BRANDY	BRANDY-AMERICAN	1LTR.	17.24	
854130	E & J	VS BRANDY	BRANDY-AMERICAN	750ML	14.94	18
P220145	E & J	VS BRANDY	BRANDY-AMERICAN	750ML	14.94	18
08541305	E & J	VS BRANDY	BRANDY-AMERICAN	750ML	14.94	18
0854130	E & J	VS BRANDY	BRANDY-AMERICAN	750ML	14.94	18
08500000413	E & J	VS BRANDY	BRANDY-AMERICAN	750ML	14.94	18
854260	E & J	VS BRANDY	BRANDY-AMERICAN	375ML	8.38	4
P220160	E & J	VS BRANDY	BRANDY-AMERICAN	375ML	8.38	4
08500000426	E & J	VS BRANDY	BRANDY-AMERICAN	375ML	8.38	4
0854260	E & J	VS BRANDY	BRANDY-AMERICAN	375ML	8.38	4
854210	E & J	VS BRANDY	BRANDY-AMERICAN	.200L	5.28	
P220178	E & J	VS BRANDY	BRANDY-AMERICAN	.200L	5.28	
0854210	E & J	VS BRANDY	BRANDY-AMERICAN	.200L	5.28	
08500000421	E & J	VS BRANDY	BRANDY-AMERICAN	.200L	5.28	
08469220094	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	750ML	21.84	
N272014	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	750ML	21.84	
08469220340	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	750ML	21.84	
08469221140	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	750ML	21.84	
08811095532	BUCHANAN'S	12 YEARS	WHIS-SCOTCH	750ML	44.84	164
08807618930	BUCHANAN'S	12 YEARS	WHIS-SCOTCH	750ML	44.84	164
08807618975	BUCHANAN'S	12 YEARS	WHIS-SCOTCH	750ML	44.84	164
08144037111	ABSOLUT 80	VODKA	VODKA-IMPORTED	1.0L	32.19	8
08700000171	ABSOLUT 80	VODKA	VODKA-IMPORTED	1.0L	32.19	8
83522900040	ABSOLUT 80	VODKA	VODKA-IMPORTED	1.0L	32.19	8
	ABSOLUT 80	VODKA	VODKA-IMPORTED	1.0L	32.19	8
871730	ABSOLUT 80	VODKA	VODKA-IMPORTED	375ML	14.94	25
S13223	ABSOLUT 80	VODKA	VODKA-IMPORTED	375ML	14.94	25
83522900020	ABSOLUT 80	VODKA	VODKA-IMPORTED	375ML	14.94	25
08144037161	ABSOLUT 80	VODKA	VODKA-IMPORTED	50 ML	2.15	141
83522900000	ABSOLUT 80	VODKA	VODKA-IMPORTED	50 ML	2.15	141
83522900067	ABSOLUT 80	VODKA	VODKA-IMPORTED	50 ML	2.15	141
83522901097	ABSOLUT 80	VODKA	VODKA-IMPORTED	50 ML	2.15	141
83522900130	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
S10952	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
871810	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
S16199	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
AS83522900130	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
83522900091	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
83522900140	ABSOLUT	CITRON	VODKA-IMPORTED	750ML	24.14	
08048030000	BOMBAY	GIN	GIN-IMPORTED	1.75L	37.94	2
P49429	BOMBAY	GIN	GIN-IMPORTED	1.75L	37.94	2
08048030002	BOMBAY	GIN	GIN-IMPORTED	75OML	22.99	3
08048030100	BOMBAY	SAPHIRE	GIN-IMPORTED	1.75L	45.99	9
08048030102	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08144011339	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08048030105	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08048000121	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08048000327	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08048000444	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08048098708	BOMBAY	SAPHIRE	GIN-IMPORTED	750ML	26.44	9
08811093108	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
8144001391	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
08811093104	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
S6579	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
S964	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
08175381618	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
64918890046	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	375ML	28.74	12
08048000524	BACARDI	BLACK	RUM-IMPORTED	1.75L	26.44	4
08048005540	BACARDI	BLACK	RUM-IMPORTED	750ML	17.24	10
P40048	BACARDI	BLACK	RUM-IMPORTED	750ML	17.24	10
P42341	BACARDI	BLACK	RUM-IMPORTED	750ML	17.24	10
P42150	BACARDI	BLACK	RUM-IMPORTED	750ML	17.24	10
08048000526	BACARDI	BLACK	RUM-IMPORTED	750ML	17.24	10
08048001520	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	1.75L	26.44	197
08048001532	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	1.75L	26.44	197
08048001560	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	375ML	9.19	190
P40162	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	375ML	9.19	190
08048001570	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	200ML	4.93	218
P40170	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	200ML	4.93	218
08048001621	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	50 ML	1.71	103
P40196	BACARDI	SUPERIOR LIGHT	RUM-IMPORTED	50 ML	1.71	103
08048002520	BACARDI	GOLD	RUM-IMPORTED	1.75L	26.44	106
08048002532	BACARDI	GOLD	RUM-IMPORTED	1.75L	26.44	106
08048002540	BACARDI	GOLD	RUM-IMPORTED	750ML	17.24	82
P40246	BACARDI	GOLD	RUM-IMPORTED	750ML	17.24	82
08048000201	BACARDI	GOLD	RUM-IMPORTED	750ML	17.24	82
08048002560	BACARDI	GOLD	RUM-IMPORTED	375ML	9.19	141
P40261	BACARDI	GOLD	RUM-IMPORTED	375ML	9.19	141
08048002570	BACARDI	GOLD	RUM-IMPORTED	200ML	4.93	58
P40279	BACARDI	GOLD	RUM-IMPORTED	200ML	4.93	58
89856300262	FERNET BRANCA	LIQUEUR	LIQUOR-MISC	750ML	37.94	8
08559210451	MC CORMICK	VODKA	VODKA-AMERICAN	1.75L	18.39	5
P492124	MC CORMICK	VODKA	VODKA-AMERICAN	1.75L	18.39	5
8.41003E+12	GRAN DUQUE DE ALBA	SPANISH BRANDY	BRANDY-IMPORTED	750ML	34.49	6
08678564321	GRAN DUQUE DE ALBA	SPANISH BRANDY	BRANDY-IMPORTED	750ML	34.49	6
08954033347	BEEFEATER	GIN	GIN-IMPORTED	1.75L	41.39	2
08975629102	BEEFEATER	GIN	GIN-IMPORTED	1.75L	41.39	2
08954048419	BEEFEATER	GIN	GIN-IMPORTED	1.75L	41.39	2
08043210989	BEEFEATER	GIN	GIN-IMPORTED	1.75L	41.39	2
08048054540	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08954033453	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08048054541	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08048054542	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
P75242	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
P75341	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08048054572	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08048054576	B & B	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08048055540	BENEDICTINE	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08954033433	BENEDICTINE	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08975626037	BENEDICTINE	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
P75747	BENEDICTINE	LIQUEUR	CORDIALS-IMPORTED	750ML	45.99	
08068696104	COURVOISIER VS	VS	COGNAC	750ML	32.19	13
08954012931	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08954045228	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08954019048	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08068696204	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08068696201	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08068696221	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08068696231	COURVOISIER VSOP	VSOP	COGNAC	750ML	45.99	5
08366487362	DRAMBUIE	LIQUEUR	CORDIALS-IMPORTED	750ML	42.54	
08954019012	TIA MARIA COFFEE	LIQUEUR	CORDIALS-IMPORTED	750ML	25.29	
08242299012	TIA MARIA COFFEE	LIQUEUR	CORDIALS-IMPORTED	750ML	25.29	
08242240974	TIA MARIA COFFEE	LIQUEUR	CORDIALS-IMPORTED	750ML	25.29	
08954043302	TIA MARIA COFFEE	LIQUEUR	CORDIALS-IMPORTED	750ML	25.29	
05003759717	TIA MARIA COFFEE	LIQUEUR	CORDIALS-IMPORTED	750ML	25.29	
08954038429	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
08954018732	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
08954019024	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
P94649	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
P94748	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
P94854	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
08954043310	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
72105951751	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
72105951750	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
72105900006	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
81084503012	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
81084503014	CAROLANS	IRISH CREAM	IRISH CREAM	750ML	18.39	
08524613941	MAKER'S MARK	BOURBON	WHIS-AMERICAN	1.75L	60.94	
P95125	MAKER'S MARK	BOURBON	WHIS-AMERICAN	1.75L	60.94	
08524613943	MAKER'S MARK	BOURBOM	WHIS-AMERICAN	.750L	32.19	7
08524650188	MAKER'S MARK	BOURBOM	WHIS-AMERICAN	.750L	32.19	7
08524650100	MAKER'S MARK	BOURBOM	WHIS-AMERICAN	.750L	32.19	7
08524650240	MAKER'S MARK	BOURBOM	WHIS-AMERICAN	.750L	32.19	7
08885700330	MIDORI	LIQUEUR  MELON	CORDIALS-IMPORTED	750ML	27.59	
P97147	MIDORI	LIQUEUR  MELON	CORDIALS-IMPORTED	750ML	27.59	
02696485274	FLOR DE CANA	7 YEAR	RUM-IMPORTED	.750L	25.29	10
09674930110	PHILADELPHIA	WHISKEY	WHIS-AMERICAN	1LTR.	11.49	8
S20	PHILADELPHIA	WHISKEY	WHIS-AMERICAN	1LTR.	11.49	8
08700020133	CROWN ROYAL	SPECIAL RESERVE	WHIS-CANADIAN	750ML	48.29	5
42668	PATRON	ANEJO	TEQUILA	.750L	62.09	10
72173300001	PATRON	ANEJO	TEQUILA	.750L	62.09	10
S327	PATRON	ANEJO	TEQUILA	.750L	62.09	10
72173300040	PATRON	ANEJO	TEQUILA	.750L	62.09	10
72173300149	PATRON	ANEJO	TEQUILA	.750L	62.09	10
72173300202	PATRON	ANEJO	TEQUILA	.750L	62.09	10
72173300002	PATRON	SILVER	TEQUILA	.750L	52.89	225
72173300052	PATRON	SILVER	TEQUILA	.750L	52.89	225
72173350620	PATRON	SILVER	TEQUILA	.750L	52.89	225
08068601676	KNOB CREEK 9YR	BOURBON 100	WHIS-AMERICAN	750ML	45.99	1
