BARCODE	BRAND	DESCRIP	TYPE	SIZE	PRICE_C	QTY_ON_HND
81153801077	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	1.75L	45.99	20
08200074374	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	1.0L	32.19	14
81153801082	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	1.0L	32.19	14
08200074373	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	.750L	26.44	52
81153801085	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	.750L	26.44	52
81153801159	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	.750L	26.44	52
81153801761	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	.750L	26.44	52
81153801259	JOSE CUERVO	SILVER - ESPECIAL	TEQUILA	.750L	26.44	52
08832000196	WHISPERING ANGEL	ROSE	WINE-FRENCH RED	.750L	26.44	15
08175383391	WHISPERING ANGEL	ROSE	WINE-FRENCH RED	.750L	26.44	15
08832034101	REAL SANGRIA	SANGRIA	WINE-SPAIN	1.5L	12.64	3
63619100240	APPLETON ESTATE	EXTRA 12 YEAR	RUM-IMPORTED	750ML	45.99	
08469215760	APPLETON ESTATE	EXTRA 12 YEAR	RUM-IMPORTED	750ML	45.99	
72105900155	APPLETON ESTATE	EXTRA 12 YEAR	RUM-IMPORTED	750ML	45.99	
0281592	MARLBORO	MENTH GOLD	CIGARETTES	PACK	13.1	12
0284012	MARLBORO	MENTH GOLD	CIGARETTES	PACK	13.1	12
284012	MARLBORO	MENTH GOLD	CIGARETTES	PACK	13.1	12
02820017875	MARLBORO	MENTH GOLD	CIGARETTES	PACK	13.1	12
08048001519	GREY GOOSE	LA POIRE	VODKA-IMPORTED	1.75L	57.49	
087229176020	GLENROTHES	BORBON CASK RESERVE	WHIS-SCOTCH	.750L	52.89	
08722917602	GLENROTHES	BORBON CASK RESERVE	WHIS-SCOTCH	.750L	52.89	
63382440779	VINCENT VAN GOGH	VODKA	VODKA-IMPORTED	.750L	29.89	
63382410209	VINCENT VAN GOGH	VODKA	VODKA-IMPORTED	.750L	29.89	
08024400923	BUFFALO TRACE	BOURBON	WHIS-AMERICAN	.750L	45.99	69
09492270877	AMERICANA	VODKA	VODKA-AMERICAN	.750L	19.49	
08200074352	SMIRNOFF COCKTAILS	TUSCAN LEMONADE	READY TO DRINK	1.75L	11.49	17
08200075214	SMIRNOFF COCKTAILS	TUSCAN LEMONADE	READY TO DRINK	1.75L	11.49	17
08901600888	TEAKA	SWEET TEA VODKA	VODKA-AMERICAN	.750L	21.84	
81753814113	TERMES	NUMANTHIA	WINE-SPAIN	.750L	28.74	4
87533814111	TERMES	NUMANTHIA	WINE-SPAIN	.750L	28.74	4
81753814111	TERMES	NUMANTHIA	WINE-SPAIN	.750L	28.74	4
08807617196	BUSHMILLS	IRISH WHISKEY	WHIS-IRISH	750ML	28.74	6
08807616898	BUSHMILLS	IRISH WHISKEY	WHIS-IRISH	750ML	28.74	6
08043256617	BUSHMILLS	IRISH WHISKEY	WHIS-IRISH	750ML	28.74	6
81153801616	BUSHMILLS	IRISH WHISKEY	WHIS-IRISH	750ML	28.74	6
83522900449	CRUZAN	AGED LIGHT	RUM-IMPORTED	1.75L	22.99	
08068696767	CRUZAN	AGED LIGHT	RUM-IMPORTED	1.75L	22.99	
08901600849	SOBIESKI	VODKA POLISH	VODKA-IMPORTED	1.75L	24.14	
08901600819	SOBIESKI	VODKA POLISH	VODKA-IMPORTED	1.75L	24.14	
02285105001	FELIPE II	BRANDY  DE JEREZ	BRANDY-IMPORTED	750ML	18.39	4
08689107766	SANTA MARGHERITA	CHIANTI CLASSICO	WINE-ITALY-CHIANTI CLASSICO	.750L	26.44	
63298720940	SANTA MARGHERITA	CHIANTI CLASSICO	WINE-ITALY-CHIANTI CLASSICO	.750L	26.44	
73604001861	RUSSIAN STANDARD	PLATINUM	VODKA-IMPORTED	.750L	28.74	
08175381579	HENNESSY	VS	COGNAC	1.0L	78.19	7
08811015056	HENNESSY	VS	COGNAC	1.0L	78.19	7
08068696708	CRUZAN	COCONUT	RUM-IMPORTED	750ML	12.64	
08068696771	CRUZAN	COCONUT	RUM-IMPORTED	750ML	12.64	
08200074349	CAPT MORGAN RTD	LONG ISLAND ICED TEA	READY TO DRINK	.750L	16.09	6
08200074350	CAPT MORGAN RTD	LONG ISLAND ICED TEA	READY TO DRINK	1.75L	22.99	
07023500035	PHILLIES BLUNT	BLUNT	CIGARS	UNIT	2.06	32
73995897400	COPPOLA DIAMOND	CLARET	WINE-CAL TABLE WINE	.750L	20.69	11
68976811100	AGAVERO	TEQUILA	TEQUILA	.750L	33.34	6
81153801207	AGAVERO	TEQUILA	TEQUILA	.750L	33.34	6
08869286046	STERLING NAPA	THREE PALMS	WINE-CAL MERLOT	.750L	37.94	
03329364000	SEGURA VIUDAS	ROSE	SPARK WINE-IMPORTED	.750L	12.64	
01813811702	CHALONE MONTEREY	MERLOT	WINE-CAL MERLOT	.750L	12.64	
0490440	COCA COLA	SODA	SODAS	20 OZ	2.98	52
490440	COCA COLA	SODA	SODAS	20 OZ	2.98	52
04850000000	TROPICANA	ORANGE JUICE	JUICE	32 OZ	5.74	15
095658	TROPICANA	ORANGE JUICE	JUICE	32 OZ	5.74	15
04850000672	TROPICANA	CRANBERRY	JUICE	32 OZ	5.74	24
04850001837	TROPICANA	CRANBERRY	JUICE	32 OZ	5.74	24
08066095680	CORONA EXTRA	18PK	BEER	12 OZ	35.64	16
08066095623	CORONA EXTRA	18PK	BEER	12 OZ	35.64	16
42409	ARMAND DE BRIGNAC	BRUT	SPARK WINE-IMPORTED	.750L	344.99	1
85283210527	PERRIER JOUET FLOWER	CHAMPAGNE ROSE	SPARK WINE-IMPORTED	.750L	321.99	
3.11388E+12	PERRIER JOUET FLOWER	CHAMPAGNE ROSE	SPARK WINE-IMPORTED	.750L	321.99	
08048000027	BACARDI	DRAGON BERRY	RUM-IMPORTED	.750L	17.24	4
63619120740	APPLETON ESTATE	RESERVE 8YR	RUM-IMPORTED	750ML	34.49	
72105900150	APPLETON ESTATE	SIGNATURE BLEND	RUM-IMPORTED	.750L	25.29	
03125901474	YELLOW TAIL	CABERNET SAUVIGNON	WINE-AUSTRALIA	.750L	9.19	
03125900945	YELLOW TAIL	CABERNET SAUVIGNON	WINE-AUSTRALIA	.750L	9.19	
01660032507	ROSES COCKTAIL INFUSION	POMEGRANATE	MIXERS	20 OZ	6.08	
81153801713	MATUSALEM	RUM PLATINO	RUM-IMPORTED	.750L	20.69	
72105917750	MATUSALEM	RUM PLATINO	RUM-IMPORTED	.750L	20.69	
08066095711	MODELO ESPECIAL CAN	18 PK CAN	BEER	12 OZ	32.76	9
08068614020	RONRICO	GOLD	RUM-IMPORTED	1.0L	16.09	
03125903347	HOB NOB	MALBEC	WINE-FRENCH RED	.750L	12.64	
82025902716	HOB NOB	CABERNET SAUVIGNON	WINE-FRENCH RED	.750L	12.64	
